join,envelope,full_title,short_title,subject,call_num,scan_num,url
22191,"E1060930,E1064600,N0104700,N0102100","Cochinchine, Saïgon - My-Tho, Soirap - Vaico oriental et occidental canal Duperré - arroyo commercial, (communications fluviales) / Service hydrographique de la marine ... 1942","Vietnam, Ho Chi Minh City, 1946",Nautical charts -- Vietnam -- Ho Chi Minh City;  Nautical charts -- Vietnam -- Mỹ Tho;  Rivers -- Vietnam -- Maps;,French Chart 5902 1946,agsmap026674,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22191
22236,"E0394400,E0404100,N0650200,N0642600","Mer Blanche, Bouches de la Dvina du Nord, port d'Arkhangelsk / d'après la carte russe de 1928 , Service hydrographique de la marine ... 1937","Russia, White Sea, Dvina Bay, and Arkhangelsk Harbor, 1946",Nautical charts -- Russia (Federation) -- Dvina Bay;  Coasts -- Russia (Federation) -- Arkhangelʹsk -- Maps;,French Chart 5783 1946,agsmap026689,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22236
22237,"E0072100,E0072527,N0370511,N0370244","Carte Polaire Sud, en projection stéréographique / Service hydrographique de la marine ... 1956","South Pole, stereographic projection, 1966",Nautical charts -- Antarctica;  Antarctica -- Maps;  South Pole -- Maps;,French Chart 5879 1966,agsmap026695,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22237
22238,"E0254000,E0390000,N0712900,N0682000","Mer de Barents, côtes de la Norvège, de la Finlande et de l'U.R.S.S., du Cap Nord au Cap Tcherni / d'après les levés norvégiens et russes les plus récents Service hydrographique de la marine ... 1940","Barents Sea, coasts of Norway, Finland, and Russia, 1947",Nautical charts -- Barents Sea;  Coasts -- Norway -- Varanger Peninsula -- Maps;  Coasts -- Russia (Federation) -- Kola Peninsula -- Maps;,French Chart 5780 1947,agsmap026686,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22238
22239,"W0040340,W0035656,N0052144,N0051050","Océan Atlantique - Afrique occidentale française, port d'Abidjan (Lagune Ébrié) / Service hydrographique de la marine ... 1938","Côte d'Ivoire, Port of Abidjan, 1955",Nautical charts -- Côte d'Ivoire -- Abidjan;  Harbors -- Côte d'Ivoire -- Abidjan -- Maps;  Abidjan (Côte d'Ivoire) -- Maps;,French Chart 5853 1955,agsmap026691,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22239
22240,"E1054600,E1070700,N0102400,N0092800","Mer de Chine - Cochinchine, bouches du Mekong, de l'embouchure du Bassac au Cap St. Jacques / d'après les levés exécutés de 1907 à 1936 ... Service hydrographique de la marine ... 1937","China Sea, Mekong River mouth, 1946",Nautical charts -- Mekong River Delta (Vietnam and Cambodia),French Chart 5779 1946,agsmap026685,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22240
22241,"E0595500,E0604800,N0695900,N0693230","Côte nord de Sibérie, Jugorski Char (détroit de Yougor) / d'après la carte de l'Amirauté britannique publiée en 1937, Service hydrographique de la marine ... 1939","Siberia, north coast",Nautical charts -- Russia (Federation) -- Nenet︠s︡kiĭ avtonomnyĭ okrug;  Nautical charts -- Russia (Federation) -- Arkhangelʹskai︠a︡ oblastʹ;,French Chart 5866 1947,agsmap026692,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22241
22242,"W1091520,W1091115,N0102000,N0101512",Ilot Clipperton / plan levé en 1935 ... Service hydrographique de la marine ... 1937,"Clipperton Island, 1937",Nautical charts -- Clipperton Island,French Chart 5825 1937,agsmap026690,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22242
22244,"E0820000,E0865600,N0721100,N0672500","Mer de Kara, côte nord de Sibérie, Enisej (Iénisseï) / d'après les documents les plus récents , Service hydrographique de la marine ... 1927","Siberia, north coast, Kara Sea, and Yenisey River, 1945",Nautical charts -- Russia (Federation) -- Yenisey River;  Nautical charts -- Russia (Federation) -- Yenisey Bay;,French Chart 5871 1945,agsmap026693,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22244
22349,"E0072100,E0072527,N0370511,N0370244","Carte Polaire Sud, en projection stéréographique / Service hydrographique de la marine ; dessiné, le trait par A. Perrin Waldemer, la sonde et la lettre par J. Baron","South Pole, stereographic projection, 1956","Nautical charts -- Antarctica; Astronomy -- Charts, diagrams, etc; Antarctica -- Maps; South Pole -- Maps;","French Chart 5879 D, A, I 1956",agsmap026694 (001-003),http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22349
22380,"W0165000,W0162300,N0140900,N0132600","Afrique - côte ouest, Rivière Saloum, de l'embouchure a Foundiougne, Rivières Djomboss et Bandiala, estruaire de la Gambie / Service hydrographique de la marine ... 1936","Africa, west coast and Saloum River, 1955",Nautical charts -- Senegal -- Saloum River Delta,French Chart 5751 1955,agsmap026699,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22380
22397,"W0681200,W0601400,N0192000,N0141000","Afrique - côte ouest, Rivière Saloum, de Foundiougne à Kaolack, Rivières Sine et Silif / Service hydrographique de la marine ... 1938","Africa, west coast and Saloum River, 1951",Nautical charts -- Senegal -- Saloum River,French Chart 5752 1951,agsmap026700,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22397
22404,"E1091055,E1091710,N0134910,N0134010","Mer de Chine, Annam, port de Qui-Nhon / d'après le levé exécuté en 1926 ... Service hydrographique de la marine, 1928","China Sea, Vietnam and Qui-Nhon Harbor, 1930",Nautical charts -- Vietnam -- Qui Nhơn;  Harbors -- Vietnam -- Qui Nhơn -- Maps;  Qui Nhơn (Vietnam) -- Maps;,French Chart 5686 1930,agsmap026703,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22404
22405,"E0682500,E0704000,S0475500,S0500500","Océan Austral, Iles de Kerguelen / d'après les travaux plus récents ... Service hydrographique de la marine ... 1937","Indian Ocean, Kerguelen Islands, 1963",Nautical charts -- Kerguelen Islands;  Coasts -- Islands of the Indian Ocean -- Maps;  Kerguelen Islands -- Maps;,French Chart 5748 1963,agsmap026712,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22405
22406,"W0522258,W0521925,N0045855,N0045345","Amérique du Sud, Guyane Française, Port de Cayenne / d'après le levé exécuté en 1929 ... Service hydrographique de la marine, 1930","French Guiana, Cayenne, 1934",Nautical charts -- French Guiana -- Cayenne;  Harbors -- French Guiana -- Cayenne -- Maps;  Cayenne (French Guiana) -- Maps;  Rivière de Cayenne (French Guiana) -- Maps;,French Chart 5728 1930,agsmap026709,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22406
22407,"E1083930,E1085800,N0154000,N0151400","Mer de Chine - Annam, du Cap Batangan à la Pointe Happoix / d'après le levé exécuté en 1925 ... Service hydrographique de la marine, 1928","China Sea, Vietnam, 1928","Nautical charts -- Vietnam, Central;  Nautical charts -- Vietnam -- Dung Quất Bay;  Nautical charts -- Vietnam -- Ré Island;",French Chart 5684 1928,agsmap026701,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22407
22408,"W0610434,W0610325,N0143645,N0143506","Mer des Antilles - Martinique, Fort de France / Service hydrographique de la marine, 1930","Martinique, Ford-de-France, 1934",Nautical charts -- Martinique -- Fort-de-France Bay;  Coasts -- Martinique -- Fort-de-France -- Maps;  Fort-de-France (Martinique) -- Maps;,French Chart 5714 1934,agsmap026708,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22408
22409,"E0430319,E0431201,N0114531,N0113301","Afrique - côte française des Somalis, rade de Djibouti / d'après le levé exécuté en 1927-1928 ... Service hydrographique de la marine, 1929","Djibouti, harbor of Djibouti, 1931",Nautical charts -- Djibouti -- Djibouti;  Harbors -- Djibouti -- Djibouti -- Maps;  Île Moucha (Djibouti) -- Maps;,French Chart 5701 1931,agsmap026706,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22409
22410,"E0430555,E0430934,N0113738,N0113509","Afrique - côte française des Somalis, port de Djibouti / d'après le levé exécuté en 1927-1928 ... Service hydrographique de la marine, 1929","Djibouti, port of Djibouti, 1931",Nautical charts -- Djibouti -- Djibouti;  Harbors -- Djibouti -- Djibouti -- Maps;  Île Moucha (Djibouti) -- Maps;,French Chart 5702 1931,agsmap026707,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22410
22411,"E1090700,E1092500,N0134645,N0132000","Mer de Chine, Annam, abords de Qui-Nhon / d'après le levé exécuté en 1926 ... Service hydrographique de la marine, 1929","China Sea, Vietnam around Qui-Nhon, 1930",Nautical charts -- Vietnam -- Qui Nhơn;  Coasts -- Vietnam -- Maps;,French Chart 5685 1930,agsmap026702,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22411
22412,"W0073930,W0073417,N0333835,N0333450","Côte ouest d'Afrique - Maroc, rade de Casablanca / d'après les levés de la Mission Hydrographique du Maroc en 1906 et 1920, Service hydrographique de la marine, 1929","Morocco, harbor of Casablanca, 1931",Nautical charts -- Morocco -- Casablanca;  Coasts -- Morocco -- Casablanca -- Maps;  Harbors -- Morocco -- Casablanca -- Maps;  Casablanca (Morocco) -- Maps;,French Chart 5697 1931,agsmap026705,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22412
22413,"E0413700,E0414100,N0414025,N0413825","Mer Noire - Géorgie, Port de Batoum / d'après la carte russe publiée en 1926, Service hydrographique de la marine, 1928","Black Sea, Georgia and Port of Batumi, 1933",Nautical charts -- Georgia (Republic) -- Batumi;  Harbors -- Georgia (Republic) -- Batumi -- Maps;,French Chart 5687 1933,agsmap026704,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22413
22414,"E0093000,E0243000,N0384500,N0300000","Mer Méditerranée, partie ouest du bassin oriental / d'après les levés les plus récents, Service hydrographique de la marine ... 1933","Mediterranean Sea, western part, 1952","Nautical charts -- Mediterranean Sea;  Coasts -- Africa, North -- Maps;  Coasts -- Italy -- Sicily -- Maps;  Coasts -- Greece -- Maps;",French Chart 5745 1952,agsmap026710,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22414
22415,"E0682400,E0704000,S0475200,S0501000","Océan Austral, Iles de Kerguelen / d'après les travaux les plus récents, Service hydrographique de la marine ... 1937","Indian Ocean, Kerguelen Islands, 1953",Nautical charts -- Kerguelen Islands,French Chart 5748 1953,agsmap026711,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22415
22416,"E1060400,E1065800,N0093600,N0081600","Indochine, abords de Poulo Condore et embouchure du Bassac / carte levée en 1922-23 ... Service hydrographique de la marine, 1928","Indochina, Con Dao Islands and mouth of the Bassac River, 1929",Nautical charts -- Vietnam -- Côn Đa̕o Island;  Nautical charts -- Vietnam -- Bassac River Estuary;  Nautical charts -- South China Sea;,French Chart 5676 1929,agsmap026717,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22416
22417,"E0082241,E0082820,N0365520,N0365255","Mer Méditerranée - côte d'Algérie, port de la Calle / d'après le levé exécuté en 1924 ... ; Service hydrographique de la marine, 1931","Algeria, port of El Kala, 1931",Nautical charts -- Algeria -- Qālah;  Harbors -- Algeria -- Qālah -- Maps;  Qālah (Algeria) -- Maps;,French Chart 5679 1931,agsmap026719,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22417
22418,"E0074110,E0075220,N0370245,N0364950","Mer Méditerranée, côte d'Algérie, abords de Bône / d'après le levé exécuté en 1924 ... ; Service hydrographique de la marine, 1929","Algeria, coast and Annaba surroundings, 1929",Nautical charts -- Algeria -- Annaba;  Harbors -- Algeria -- Annaba -- Maps;  Annaba (Algeria) -- Maps;,French Chart 5670 1929,agsmap026715,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22418
22421,"E0074430,E0074900,N0365530,N0365255","Mer Méditerranée - côte d'Algérie, port de Bône / d'après le levé exécuté en 1924 ; Service hydrographique de la marine, 1928","Algeria, coast and port of Annaba, 1928",Nautical charts -- Algeria -- Annaba;  Harbors -- Algeria -- Annaba -- Maps;  Annaba (Algeria) -- Maps;,French Chart 5669 1928,agsmap026714,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22421
22422,"E1671204,E1671559,S0152419,S0153007","Océan Pacifique sud, Nouvelles Hébrides, Ile Marina (Espiritu Santo), Baies de Palikulo et de Surenda / plan levé en 1926 ... Service hydrographique de la marine, 1927","Vanuatu, Espiritu Santo, 1927",Nautical charts -- Vanuatu -- Espíritu Santo Island;  Nautical charts -- Palikulo Bay (Vanuatu);,French Chart 5672 1927,agsmap026716,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22422
22423,"E0065212,E0065520,N0365623,N0365246","Mer Méditerranée - côte d'Algérie, port de Philippeville / d'après le levé exécuté en 1923 ... ; Service hydrographique de la marine, 1928","Algeria, coast and Skikda harbor, 1928",Nautical charts -- Algeria -- Skikdah;  Harbors -- Algeria -- Skikdah -- Maps;  Skikdah (Algeria) -- Maps;,French Chart 5668 1928,agsmap026713,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22423
22424,"E0072100,E0072527,N0370511,N0370244","Mer Méditerranée - côte d'Algérie, port et mouillages d'Herbillon / d'après le levé exécuté en 1924 ... ; Service hydrographique de la marine, 1930","Algeria, coast and port of Chetaibi, 1933","Nautical charts -- Chetaibi (Algeria);  Nautical charts -- Takouch, Baie de;  Harbors -- Chetaibi (Algeria) -- Maps;  Chetaibi (Algeria) -- Maps;",French Chart 5680 1933,agsmap026720,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22424
22426,"E0493400,E0500118,S0152400,S0154318","Océan Indien, côte est de Madagascar, baie d'Antongil, abords de Maroantsetra / d'après les levés exécutés en 1958 ... Service hydrographique de la marine ... 1961","Madagascar, east coast and Antongil Bay, 1961",Nautical charts -- Madagascar -- Antongil Bay,French Chart 6309 1961,agsmap026731,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22426
22427,"E1340000,E1500000,S0641500,S0683500","Océan Antarctique, de la Terre Wilkes au Glacier Ninnis / d'après les reconnaissances effectuées de 1948 à 1952 ... Service hydrographique de la marine ... 1953","Antarctica, coast and Wilkes Land, 1955",Nautical charts -- Antarctica -- Wilkes Land;  Coasts -- Antarctica -- Wilkes Land -- Maps;,French Chart 6101 1955,agsmap026725,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22427
22428,"E1375600,E1400800,S0661400,S0665000","Océan Antarctique - Mer Dumont d'Urville, Terre Adélie, du glacier du Français au glacier de l'Astrolabe / d'après les reconnaissances effectuées de 1950 à 1951 ... Service hydrographique de la marine ... 1960","Antarctica, coast and D'Urville Sea, 1964",Nautical charts -- Antarctica,French Chart 6285 1964,agsmap026729,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22428
22429,"E1395000,E1420300,S0662700,S0670200","Océan Antarctique - Mer Dumont d'Urville, Terre Adélie, de la Pte. Géologie à la Pte. Alden / d'après les reconnaissances effectuées de 1949 à 1952 ... Service hydrographique de la marine ... 1953","Antarctica, coast and D'Urville Sea, 1953",Nautical charts -- Antarctica,French Chart 6100 1953a,agsmap026722,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22429
22430,"E1395000,E1420300,S0662700,S0670200","Océan Antarctique - Mer Dumont d'Urville, Terre Adélie, de la Pte. Géologie à la Pte. Alden / d'après les reconnaissances effectuées de 1949 à 1952 ... Service hydrographique de la marine ... 1953","Antarctica, coast and D'Urville Sea, 1965",Nautical charts -- Antarctica,French Chart 6100 1965,agsmap026724,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22430
22431,"E0493700,E0500418,S0154000,S0155800","Océan Indien, côte est de Madagascar, baie d'Antongil, partie centrale / d'après les levés exécutés en 1958 ... Service hydrographique de la marine ... 1961","Madagascar, east coast and central part of Antongil Bay, 1961",Nautical charts -- Madagascar -- Antongil Bay,French Chart 6310 1961,agsmap026732,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22431
22434,"E1340000,E1500000,S0641500,S0683500","Océan Antarctique, de la Terre Wilkes au Glacier Ninnis / d'après les reconnaissances effectuées de 1948 à 1952 ... Service hydrographique de la marine ... 1953","Antarctica, coast and Wilkes Land, 1964",Nautical charts -- Antarctica -- Wilkes Land;  Coasts -- Antarctica -- Wilkes Land -- Maps;,French Chart 6101 1964,agsmap026726,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/22434
